arm,epoch,kind,side,sec,ask,fill_px,p,p_venue,ev,thr,rv60,move_bps,spent,win,pnl
8795,1790001900,EF,DOWN,35.7,0.55,0.55,0.7346,0.455,0.2936,0.25,1.1419,-7.14,2.99,0,-2.9913
8796,1790001900,EF,UP,131.2,0.54,0.54,0.7167,0.535,0.2844,0.25,0.6518,3.35,2.99,1,2.377
8795,1790002200,EF,DOWN,69.6,0.36,0.36,0.5098,0.645,0.3527,0.25,1.9823,0.32,3,0,-2.9986
8796,1790002200,EF,DOWN,233.8,0.29,0.29,0.5438,0.735,0.7821,0.25,1.0384,-1.84,2.99,0,-2.9916
8795,1790003100,EF,DOWN,117.1,0.37,0.37,0.5098,0.635,0.3171,0.25,0.7641,-2.13,3,0,-2.9966
8796,1790003100,EF,DOWN,117.3,0.37,0.37,0.5098,0.635,0.3171,0.25,0.7661,-2.13,3,0,-2.9966
8795,1790003400,EF,DOWN,165.1,0.36,0.36,0.5098,0.645,0.3527,0.25,1.1809,-5.91,3,0,-2.9986
8796,1790003400,EF,UP,22.2,0.56,0.56,0.7473,0.555,0.2934,0.25,1.0949,-1.16,3,1,2.1968
8795,1790004300,EF,DOWN,69.3,0.53,0.53,0.7164,0.475,0.3073,0.25,0.7278,-0.5,3,1,2.4763
8796,1790004300,EF,DOWN,68.6,0.55,0.55,0.7346,0.455,0.2936,0.25,0.7748,-0.49,2.99,1,2.2814
8795,1790004600,EF,DOWN,65.2,0.39,0.39,0.5943,0.62,0.4589,0.25,1.0352,1.08,2.99,0,-2.9926
8796,1790004600,EF,DOWN,48,0.4,0.4019,0.5438,0.605,0.3025,0.25,1.044,1.08,2.99,0,-2.9902
8795,1790004900,EF,UP,70.4,0.46,0.46,0.623,0.455,0.3032,0.25,0.9122,0.22,3,1,3.2834
8796,1790004900,EF,UP,64.3,0.42,0.42,0.5694,0.415,0.3007,0.25,0.8717,-2.5,3,1,3.8602
8795,1790005200,EF,DOWN,169.8,0.49,0.49,0.6636,0.515,0.306,0.25,0.8087,-4.68,2.99,0,-2.9932
8796,1790005200,EF,DOWN,170.1,0.48,0.48,0.6416,0.525,0.2879,0.25,0.8091,-4.68,3,0,-2.9952
8795,1790005500,EF,DOWN,55.9,0.36,0.36,0.5755,0.645,0.5269,0.25,0.832,-5.93,3,0,-2.9986
8796,1790005500,EF,DOWN,56.2,0.36,0.36,0.5438,0.645,0.4429,0.25,0.8602,-5.93,1.88,0,-1.8806
8795,1790005800,EF,DOWN,45.1,0.38,0.38,0.5098,0.625,0.2834,0.25,1.0144,2.72,2.99,1,4.5581
8796,1790005800,EF,UP,106,0.54,0.54,0.7167,0.535,0.2844,0.25,1.1067,4.71,2.99,0,-2.9934
8795,1790006100,EF,UP,110.4,0.51,0.51,0.6776,0.505,0.2831,0.25,0.6445,6.15,3,0,-2.9995
8796,1790006100,EF,UP,119.2,0.51,0.51,0.6776,0.505,0.2831,0.25,0.63,8.68,3,0,-2.9995
8795,1790006400,EF,DOWN,41.3,0.49,0.49,0.6636,0.515,0.306,0.25,0.5657,-3.42,2.99,1,2.9048
8796,1790006400,EF,DOWN,41.1,0.49,0.49,0.6636,0.515,0.306,0.25,0.5706,-3.42,2.99,1,2.9048
8795,1790006700,EF,UP,138.5,0.19,0.19,0.5694,0.185,1.8271,0.25,1.1964,5.07,2.99,0,-2.9905
8796,1790006700,EF,UP,138.7,0.19,0.19,0.5694,0.185,1.8271,0.25,1.2232,5.23,2.99,0,-2.9905
8795,1790007000,EF,DOWN,121.3,0.36,0.36,0.5098,0.645,0.3527,0.25,0.4919,1.4,3,1,4.9736
8796,1790007000,EF,DOWN,120.2,0.36,0.36,0.5098,0.645,0.3527,0.25,0.5333,1.4,3,1,4.9736
8795,1790007600,EF,DOWN,103.5,0.38,0.38,0.5098,0.625,0.2834,0.25,0.8555,-1.67,2.99,0,-2.9946
8796,1790007600,EF,DOWN,207.6,0.32,0.32,0.5098,0.685,0.5173,0.25,0.6946,-0.76,3,0,-2.9961
8796,1790007900,EF,UP,136.6,0.53,0.53,0.7473,0.525,0.3637,0.25,0.4675,3.16,3,1,2.4763
8795,1790008200,EF,UP,141.2,0.53,0.53,0.7167,0.525,0.3077,0.25,0.4819,8.52,3,0,-2.9954
8796,1790008200,EF,UP,140.1,0.56,0.56,0.7473,0.555,0.2934,0.25,0.4804,8.52,3,0,-2.9996
8795,1790008500,EF,UP,121.7,0.45,0.45,0.623,0.445,0.3312,0.25,0.5921,3.58,2.99,0,-2.9909
8796,1790008500,EF,UP,122.2,0.39,0.39,0.623,0.38,0.5293,0.25,0.6091,3.87,2.99,0,-2.9926
8796,1790008800,EF,DOWN,23.9,0.54,0.54,0.7164,0.465,0.284,0.25,0.6341,-1.38,2.99,0,-2.9934
8795,1790009700,EF,DOWN,200.8,0.31,0.31,0.5438,0.695,0.6695,0.25,0.6769,-2.01,3,0,-2.9981
8796,1790009700,EF,DOWN,202.3,0.31,0.31,0.5098,0.695,0.5651,0.25,0.6607,-2.01,3,0,-2.9981
8795,1790010000,EF,UP,227.9,0.54,0.54,0.7167,0.535,0.2844,0.25,0.514,2.05,2.99,0,-2.9934
8796,1790010000,EF,DOWN,161.3,0.52,0.52,0.6975,0.485,0.2962,0.25,0.4953,-0.98,3,1,2.5795
8795,1790010600,EF,UP,111.1,0.35,0.35,0.5314,0.34,0.4492,0.25,0.4734,3.42,2.99,0,-2.9901
8796,1790010600,EF,UP,111.2,0.4,0.4,0.5896,0.395,0.412,0.25,0.4183,3.42,2.99,0,-2.9905
8795,1790011200,EF,DOWN,139.2,0.35,0.35,0.5098,0.655,0.3903,0.25,0.6089,1.39,2.99,0,-2.9901
8796,1790011200,EF,DOWN,140.8,0.36,0.36,0.5438,0.645,0.4429,0.25,0.5784,0.85,3,0,-2.9986
8795,1790011500,EF,UP,98.7,0.39,0.39,0.5694,0.385,0.3977,0.25,0.4103,2.61,2.99,1,4.3664
8796,1790011500,EF,UP,98.8,0.39,0.39,0.5694,0.385,0.3977,0.25,0.4103,2.61,2.99,1,4.3664
8795,1790011800,EF,UP,60.4,0.44,0.44,0.5896,0.435,0.2874,0.25,0.665,0.64,2.99,0,-2.9929
8796,1790011800,EF,UP,59.8,0.42,0.42,0.5694,0.415,0.3007,0.25,0.6558,0.1,3,0,-2.9969
8795,1790012100,EF,UP,117,0.39,0.397,0.5694,0.385,0.3977,0.25,0.5613,3.27,2.99,1,4.2381
8796,1790012100,EF,UP,125.1,0.5,0.5,0.6776,0.495,0.3078,0.25,0.5493,4.07,2.99,1,2.7889
8795,1790012400,EF,UP,61.6,0.38,0.3833,0.5694,0.37,0.4335,0.25,0.6412,2.26,2.99,0,-2.9939
8796,1790012400,EF,UP,61.4,0.38,0.3833,0.5314,0.375,0.3377,0.25,0.6076,1.88,2.99,0,-2.9939
8795,1790013000,EF,UP,132.4,0.44,0.44,0.5896,0.435,0.2874,0.25,0.5554,0.32,2.99,0,-2.9929
8796,1790013000,EF,UP,33.3,0.45,0.45,0.6,0.445,0.282,0.25,0.3362,0.62,2.99,0,-2.9909
8795,1790013600,EF,DOWN,39.2,0.4,0.4,0.5438,0.605,0.3025,0.25,0.531,-2.78,2.99,0,-2.9905
8796,1790013600,EF,DOWN,39.2,0.43,0.43,0.5755,0.575,0.2849,0.25,0.5056,-2.78,2.99,0,-2.9949
8795,1790013900,EF,DOWN,84.3,0.37,0.37,0.5098,0.635,0.3171,0.25,0.4998,-3.04,3,0,-2.9966
8796,1790013900,EF,DOWN,82.9,0.37,0.37,0.5098,0.635,0.3171,0.25,0.4003,-1.22,3,0,-2.9966
8795,1790015100,EF,UP,114.1,0.39,0.39,0.5314,0.385,0.3044,0.25,0.2854,2.87,2.99,0,-2.9926
8796,1790015100,EF,UP,114.1,0.39,0.39,0.5314,0.385,0.3044,0.25,0.2782,2.87,2.99,0,-2.9926
8795,1790015400,EF,DOWN,26.9,0.36,0.36,0.5098,0.645,0.3527,0.25,0.5291,-0.35,3,1,4.9736
8796,1790015400,EF,DOWN,26.6,0.37,0.37,0.5098,0.635,0.3171,0.25,0.4962,0.61,3,1,4.7602
8795,1790015700,EF,DOWN,124.4,0.38,0.38,0.5438,0.645,0.369,0.25,0.4805,-0.81,2.99,0,-2.9946
8796,1790015700,EF,DOWN,124.1,0.27,0.27,0.5098,0.735,0.7917,0.25,0.6493,-0.81,1.42,0,-1.419
8795,1790016000,EF,DOWN,37,0.36,0.36,0.5098,0.645,0.3527,0.25,0.5122,-4.07,3,0,-2.9986
8796,1790016000,EF,DOWN,36.9,0.42,0.42,0.5943,0.585,0.3576,0.25,0.3112,-2.27,3,0,-2.9969
8795,1790016300,EF,UP,90.5,0.55,0.55,0.6776,0.54,0.1932,0.15,0.0897,3.91,2.99,1,2.2814
8796,1790016300,EF,UP,90.5,0.53,0.53,0.6776,0.525,0.2365,0.15,0.0929,4.07,3,1,2.4763
8795,1790016900,EF,UP,143.3,0.54,0.54,0.6776,0.535,0.2144,0.15,0.0945,0.95,2.99,1,2.377
8796,1790016900,EF,UP,143.3,0.54,0.54,0.6776,0.535,0.2144,0.15,0.1342,0.95,2.99,1,2.377
8796,1790017200,REVERSAL,DOWN,150.9,,0.46,0.6638,,,0,,,3,1,3.2834
8796,1790017500,EF,DOWN,162,0.44,0.44,0.5943,0.565,0.2978,0.25,0.4275,-0.72,2.99,0,-0.5166
8796,1790017500,REVERSAL,UP,106.3,,0.53,0.6764,,,0,,,3,1,-0.5166
8795,1790017800,EF,UP,96.2,0.46,0.46,0.623,0.455,0.3032,0.25,0.3116,0.95,3,1,3.2834
8796,1790017800,EF,UP,115.8,0.5,0.5,0.6776,0.49,0.3078,0.25,0.3937,3.02,2.99,1,2.7889
8795,1790018400,EF,DOWN,153.4,0.18,0.18,0.5098,0.825,1.6697,0.25,0.8126,-3.69,2.99,1,12.7298
8796,1790018400,EF,DOWN,30.2,0.37,0.37,0.5098,0.635,0.3171,0.25,1.9004,0.18,3,1,4.7602
8795,1790018700,EF,DOWN,40.4,0.44,0.44,0.5943,0.565,0.2978,0.25,0.7442,0.1,2.99,0,-2.9929
8796,1790018700,EF,DOWN,17.2,0.44,0.44,0.5909,0.565,0.2903,0.25,0.9212,-0,2.99,0,-2.9929
8795,1790019000,EF,DOWN,50.8,0.4,0.4,0.5438,0.605,0.3025,0.25,0.5413,-3.82,2.99,0,-2.9905
8796,1790019000,EF,DOWN,50.8,0.39,0.39,0.5438,0.615,0.3349,0.25,0.5316,-3.82,2.99,0,-2.9926
8795,1790019300,EF,DOWN,39.7,0.55,0.55,0.7346,0.455,0.2936,0.25,1.1812,-15.2,2.99,1,2.2814
8796,1790019300,EF,DOWN,39.3,0.38,0.38,0.6272,0.625,0.5788,0.25,1.2157,-15.2,2.99,1,4.5581
8795,1790019600,EF,UP,68.1,0.51,0.51,0.6776,0.505,0.2831,0.25,0.5684,4.78,3,0,-2.9995
8796,1790019600,EF,UP,67.7,0.47,0.47,0.623,0.465,0.2764,0.25,0.6073,4.46,3,0,-2.9972
8795,1790019900,EF,DOWN,91.7,0.27,0.27,0.5098,0.735,0.7917,0.25,0.6136,-3.81,3,1,7.5599
8796,1790019900,EF,DOWN,91.6,0.28,0.28,0.5098,0.73,0.729,0.25,0.6001,-3.81,2.99,1,7.1849
8795,1790020200,EF,DOWN,57.3,0.38,0.38,0.5098,0.625,0.2834,0.25,0.6636,1.46,2.99,1,4.5581
8796,1790020200,EF,DOWN,57.4,0.38,0.38,0.5098,0.625,0.2834,0.25,0.6718,1.46,2.99,1,4.5581
8795,1790020800,EF,UP,62.4,0.4,0.4,0.6024,0.395,0.4428,0.25,0.659,10.39,2.99,1,4.1845
8796,1790020800,EF,UP,62.3,0.4,0.4,0.5694,0.395,0.3638,0.25,0.7205,10.39,2.99,1,4.1845
8795,1790021100,EF,DOWN,58.4,0.44,0.44,0.5943,0.565,0.2978,0.25,0.6322,-1.42,2.99,0,-2.9929
8796,1790021100,EF,DOWN,58.6,0.44,0.44,0.5943,0.565,0.2978,0.25,0.6867,-2,2.99,0,-2.9929
8795,1790021400,EF,UP,46.4,0.4,0.4,0.5694,0.395,0.3638,0.25,0.3538,2.27,2.99,1,4.1845
8796,1790021400,EF,UP,56,0.46,0.46,0.623,0.455,0.3032,0.25,0.3625,3.58,3,1,3.2834
8795,1790021700,EF,UP,181.2,0.36,0.36,0.6776,0.335,0.798,0.25,0.5128,4.29,3,1,4.9736
8796,1790021700,EF,UP,181.4,0.35,0.35,0.5694,0.26,0.5529,0.25,0.4993,4.29,2.99,1,5.1813
8795,1790022000,EF,DOWN,52.4,0.56,0.56,0.7487,0.445,0.2958,0.25,1.0883,-10.81,3,0,-2.9996
8796,1790022000,EF,UP,90.1,0.36,0.36,0.5694,0.355,0.5109,0.25,0.9094,1.8,3,1,4.9736
8795,1790022300,EF,UP,91.8,0.29,0.29,0.5694,0.285,0.866,0.25,1.5031,5.21,2.99,1,6.8359
8796,1790022300,EF,UP,93,0.35,0.35,0.9696,0.345,1.6441,0.25,4.0512,34.86,2.99,1,5.1813
8795,1790022900,EF,DOWN,61,0.52,0.52,0.6975,0.485,0.2962,0.25,0.582,-5.31,3,1,2.5795
8796,1790022900,EF,DOWN,64,0.52,0.52,0.7164,0.485,0.3314,0.25,0.5737,-5.9,3,1,2.5795
8795,1790023200,EF,UP,74.4,0.38,0.38,0.5694,0.375,0.4335,0.25,0.6704,1.51,2.99,0,-2.9946
8796,1790023200,EF,UP,86.9,0.42,0.42,0.5694,0.415,0.3007,0.25,0.696,4.27,3,0,-2.9969
8795,1790023500,EF,DOWN,121.4,0.44,0.44,0.6272,0.565,0.3695,0.25,0.5597,-1.44,2.99,1,3.5526
8796,1790023500,EF,DOWN,79.4,0.4,0.4,0.5438,0.605,0.3025,0.25,0.6443,2.17,2.99,1,4.1845
8795,1790024100,EF,UP,148.9,0.5,0.5,0.6776,0.485,0.3078,0.25,0.4444,3.1,2.99,1,2.7889
8796,1790024100,EF,UP,100.5,0.49,0.49,0.6776,0.485,0.3335,0.25,0.5092,3.7,2.99,1,2.9048
8795,1790025000,EF,UP,166.4,0.46,0.46,0.6776,0.455,0.4174,0.25,0.4225,4.09,3,0,-2.9992
8796,1790025000,EF,UP,166.4,0.46,0.46,0.6776,0.455,0.4174,0.25,0.2529,2.76,3,0,-2.9992
8795,1790025600,EF,UP,98.3,0.36,0.36,0.5694,0.355,0.5109,0.25,0.4865,2.84,3,1,4.9736
8796,1790025600,EF,UP,98.4,0.37,0.37,0.5694,0.365,0.4711,0.25,0.4865,2.84,3,1,4.7602
8795,1790025900,EF,DOWN,106.3,0.57,0.57,0.6975,0.435,0.1868,0.15,0.1486,-4.37,3,1,2.1077
8796,1790025900,EF,DOWN,126.2,0.5,0.5,0.6636,0.505,0.2808,0.15,0.1518,-5.12,2.99,1,2.7889
8795,1790026200,EF,UP,24.9,0.47,0.47,0.623,0.465,0.2764,0.25,0.2588,1.78,3,1,3.1517
8796,1790026200,EF,UP,24.9,0.46,0.46,0.623,0.455,0.3032,0.25,0.2848,1.78,3,1,3.2834
8795,1790026500,EF,DOWN,67.6,0.32,0.32,0.5098,0.685,0.5173,0.25,0.6671,-4.06,3,0,-2.9961
8796,1790026500,EF,DOWN,67.4,0.32,0.32,0.5098,0.685,0.5173,0.25,0.4846,-2.45,3,0,-2.9961
8795,1790026800,EF,DOWN,218.1,0.4,0.4,0.6272,0.605,0.5021,0.25,0.4643,-0.73,2.99,1,4.1845
8796,1790026800,EF,DOWN,218.9,0.47,0.47,0.6636,0.535,0.3596,0.25,0.4653,-0.73,3,1,3.1517
8795,1790028000,EF,UP,141.2,0.51,0.51,0.6776,0.505,0.2831,0.25,0.6176,2.74,3,1,2.6868
8796,1790028000,EF,UP,141.7,0.51,0.51,0.6776,0.505,0.2831,0.25,0.6303,2.74,3,1,2.6868
8795,1790028600,EF,UP,32.7,0.56,0.56,0.6776,0.555,0.1728,0.15,0.1587,1.72,3,1,2.1968
8796,1790028600,EF,UP,32.7,0.56,0.56,0.6776,0.555,0.1728,0.15,0.1587,1.72,3,1,2.1968
8795,1790029800,EF,DOWN,88.7,0.37,0.37,0.5438,0.635,0.405,0.25,0.4411,-0.21,3,0,-2.9966
8796,1790029800,EF,DOWN,88.8,0.37,0.3735,0.5438,0.635,0.405,0.25,0.5196,-1.22,3,0,-2.9959
8795,1790030100,EF,DOWN,106,0.42,0.4227,0.6471,0.585,0.4781,0.25,0.7174,-5.51,3,0,-2.9964
8796,1790030100,EF,DOWN,110.2,0.55,0.55,0.7346,0.455,0.2936,0.25,0.7396,-5.51,2.99,0,-2.9913
8795,1790031000,EF,DOWN,71.8,0.4,0.4,0.5438,0.605,0.3025,0.25,0.5209,0.73,2.99,0,-2.9905
8796,1790031000,EF,DOWN,71,0.44,0.44,0.5943,0.565,0.2978,0.25,0.5282,0.73,2.99,0,-3.9962
8796,1790031000,REVERSAL,DOWN,76.3,,0.54,0.6214,,,0,,,1,0,-3.9962
8795,1790031300,EF,DOWN,183.3,0.4,0.4,0.5098,0.605,0.221,0.15,0.0838,-0.34,2.99,0,-2.9905
8796,1790031300,EF,DOWN,74.8,0.37,0.37,0.5098,0.635,0.3171,0.25,0.2025,-0.08,3,0,-2.9966
8795,1790031900,EF,UP,64.1,0.45,0.45,0.623,0.44,0.3312,0.25,0.4907,1.55,2.99,1,3.4091
8796,1790031900,EF,DOWN,122,0.4,0.4,0.5438,0.61,0.3025,0.25,0.6489,0.36,2.08,0,-2.084
8795,1790033700,EF,DOWN,184.7,0.55,0.55,0.7346,0.455,0.2936,0.25,0.3679,-2.08,2.99,1,2.2814
8796,1790033700,EF,UP,131,0.44,0.44,0.623,0.435,0.3605,0.25,0.3585,1.39,2.99,0,-2.9929
8795,1790034300,EF,UP,109.5,0.51,0.51,0.6776,0.505,0.2831,0.25,0.4441,2.31,3,1,2.6868
8796,1790034300,EF,UP,109.3,0.36,0.36,0.5314,0.34,0.41,0.25,0.4241,2.29,3,1,4.9736
8795,1790035500,EF,DOWN,89.5,0.36,0.36,0.5098,0.645,0.3527,0.25,0.5645,2.75,3,1,4.9736
8796,1790035500,EF,DOWN,89.5,0.36,0.3641,0.5098,0.645,0.3527,0.25,0.5645,2.75,3,1,4.8852
